level_0,clpA_1,clpA_10,clpA_100,clpA_101,clpA_102,clpA_103,clpA_104,clpA_105,clpA_106,clpA_107,clpA_108,clpA_109,clpA_11,clpA_110,clpA_111,clpA_112,clpA_113,clpA_114,clpA_115,clpA_116,clpA_117,clpA_118,clpA_119,clpA_12,clpA_120,clpA_121,clpA_122,clpA_123,clpA_124,clpA_125,clpA_126,clpA_127,clpA_128,clpA_129,clpA_13,clpA_130,clpA_131,clpA_132,clpA_133,clpA_134,clpA_135,clpA_136,clpA_137,clpA_138,clpA_139,clpA_14,clpA_140,clpA_141,clpA_142,clpA_143,clpA_144,clpA_145,clpA_146,clpA_147,clpA_148,clpA_149,clpA_15,clpA_150,clpA_151,clpA_152,clpA_153,clpA_154,clpA_155,clpA_156,clpA_157,clpA_158,clpA_159,clpA_16,clpA_160,clpA_161,clpA_162,clpA_163,clpA_164,clpA_165,clpA_166,clpA_167,clpA_168,clpA_169,clpA_17,clpA_170,clpA_171,clpA_172,clpA_173,clpA_174,clpA_175,clpA_176,clpA_177,clpA_178,clpA_179,clpA_18,clpA_180,clpA_181,clpA_182,clpA_183,clpA_184,clpA_185,clpA_186,clpA_187,clpA_188,clpA_189,clpA_19,clpA_190,clpA_191,clpA_192,clpA_193,clpA_194,clpA_195,clpA_196,clpA_197,clpA_198,clpA_199,clpA_2,clpA_20,clpA_200,clpA_201,clpA_202,clpA_203,clpA_204,clpA_205,clpA_206,clpA_207,clpA_208,clpA_209,clpA_21,clpA_210,clpA_211,clpA_212,clpA_213,clpA_214,clpA_215,clpA_216,clpA_217,clpA_218,clpA_219,clpA_22,clpA_220,clpA_221,clpA_222,clpA_223,clpA_224,clpA_225,clpA_226,clpA_227,clpA_228,clpA_229,clpA_23,clpA_230,clpA_231,clpA_232,clpA_233,clpA_234,clpA_235,clpA_236,clpA_237,clpA_238,clpA_239,clpA_24,clpA_240,clpA_241,clpA_242,clpA_243,clpA_244,clpA_245,clpA_246,clpA_247,clpA_248,clpA_249,clpA_25,clpA_250,clpA_26,clpA_27,clpA_28,clpA_29,clpA_3,clpA_30,clpA_31,clpA_32,clpA_33,clpA_34,clpA_35,clpA_36,clpA_37,clpA_38,clpA_39,clpA_4,clpA_40,clpA_41,clpA_42,clpA_43,clpA_44,clpA_45,clpA_46,clpA_47,clpA_48,clpA_49,clpA_5,clpA_50,clpA_51,clpA_52,clpA_53,clpA_54,clpA_55,clpA_56,clpA_57,clpA_58,clpA_59,clpA_6,clpA_60,clpA_61,clpA_62,clpA_63,clpA_64,clpA_65,clpA_66,clpA_67,clpA_68,clpA_69,clpA_7,clpA_70,clpA_71,clpA_72,clpA_73,clpA_74,clpA_75,clpA_76,clpA_77,clpA_78,clpA_79,clpA_8,clpA_80,clpA_81,clpA_82,clpA_83,clpA_84,clpA_85,clpA_86,clpA_87,clpA_88,clpA_89,clpA_9,clpA_90,clpA_91,clpA_92,clpA_93,clpA_94,clpA_95,clpA_96,clpA_97,clpA_98,clpA_99
clpA_213,189,185,185,180,187,182,186,186,184,185,182,188,187,183,187,182,187,187,188,182,184,184,183,187,183,181,182,183,183,183,185,184,185,187,190,186,188,189,180,186,187,180,185,181,184,189,182,186,187,184,183,185,182,183,182,184,188,182,182,186,188,187,184,186,185,185,191,189,190,189,189,190,185,182,184,182,187,183,187,180,180,188,187,185,184,186,183,184,187,187,181,188,186,188,192,184,183,183,179,181,188,188,182,181,183,182,181,182,186,187,112,186,185,113,111,67,67,66,187,188,181,182,186,188,183,183,95,0,88,104,7,189,182,110,186,109,112,112,184,184,183,184,184,180,187,185,177,181,180,179,178,178,179,178,177,183,187,103,188,189,188,186,184,90,98,185,187,186,118,183,182,182,182,185,183,179,182,180,181,189,187,186,188,188,188,185,185,182,182,181,180,183,185,183,182,186,182,188,188,190,190,189,184,185,184,182,189,183,6,184,187,183,184,183,183,94,182,187,182,90,185,186,180,187,187,184,184,184,186,184,183,186,184,183,183,184,182,185,186,187,188,183,183,182,185,183,182,189,187,181
clpA_214,183,183,186,184,187,185,188,184,186,184,180,185,187,184,186,185,186,186,185,183,183,183,183,182,183,182,182,183,179,179,179,180,185,183,187,184,185,186,184,185,186,184,184,182,182,183,181,185,185,183,183,187,184,183,184,183,188,184,184,183,188,189,184,187,184,186,191,183,190,186,186,187,179,183,187,184,188,180,184,180,183,187,187,179,187,189,183,178,186,187,184,189,185,185,190,181,184,185,183,185,184,187,184,184,183,182,184,182,186,186,94,183,185,94,90,75,75,74,186,187,183,184,183,182,184,184,64,88,0,67,85,184,179,94,185,93,96,92,183,188,180,182,182,180,187,185,181,181,179,181,180,179,181,180,181,185,185,98,186,187,187,186,183,53,16,190,187,186,97,188,187,187,187,185,188,183,187,184,185,186,186,186,187,187,184,185,187,184,185,181,180,183,183,184,183,184,183,187,187,187,187,187,186,187,185,184,183,184,86,186,184,182,185,181,182,57,184,188,184,10,187,188,186,188,188,181,187,184,186,186,184,186,188,188,187,184,185,187,187,187,188,183,183,181,178,183,180,186,186,183
clpA_215,181,177,181,178,184,180,180,178,178,178,180,182,181,183,182,180,183,183,181,179,179,178,178,180,178,177,177,178,171,172,172,172,177,182,181,181,182,180,178,184,183,178,176,178,178,180,179,182,181,179,179,183,180,179,179,180,181,179,178,186,179,181,176,180,178,180,185,180,184,180,183,186,173,179,181,181,185,173,178,174,179,184,183,175,178,181,176,174,181,181,177,182,177,182,181,178,180,180,177,179,180,185,180,179,179,179,178,177,182,183,95,180,177,97,93,87,89,88,184,184,181,180,182,180,177,181,79,104,67,0,100,181,173,97,179,96,95,95,179,183,177,179,179,177,184,176,170,172,172,170,171,169,170,171,170,180,179,99,182,183,183,180,179,59,64,181,184,178,100,181,181,182,182,177,181,177,182,178,180,183,183,183,182,184,180,183,181,179,180,176,179,180,180,180,183,178,182,184,184,184,183,183,183,183,184,180,181,180,100,180,183,178,183,179,179,67,181,180,178,63,183,181,179,184,183,180,181,179,178,181,181,181,182,182,183,180,180,185,183,179,180,177,176,175,178,181,180,183,183,178
clpA_216,188,184,182,179,185,181,185,185,183,184,181,186,186,182,186,181,185,185,186,181,182,182,181,186,181,180,180,181,181,181,183,182,184,185,189,184,186,188,179,184,185,179,184,180,183,188,180,185,186,183,182,184,181,182,181,182,187,181,181,185,187,186,183,185,184,184,190,188,189,188,187,188,183,180,183,181,186,181,186,179,179,186,186,184,182,184,181,182,186,186,180,186,185,186,191,182,182,182,178,180,187,186,181,180,181,181,180,180,185,185,109,185,184,110,108,62,62,61,185,186,180,181,185,187,182,181,92,7,85,100,0,188,181,108,185,107,109,109,183,182,181,183,183,179,185,184,176,180,178,178,177,177,178,177,176,182,186,100,186,188,186,185,183,87,95,184,185,185,116,182,181,181,181,184,182,178,181,179,180,187,185,184,186,186,187,184,184,181,181,179,179,182,184,182,181,185,181,186,186,188,188,187,182,183,183,181,188,182,5,183,185,182,183,182,182,92,181,186,181,87,184,185,179,184,184,183,183,181,185,183,180,183,183,182,182,183,181,184,185,186,187,181,181,180,185,182,181,187,185,180
clpA_217,3,6,55,52,54,63,7,8,10,9,63,51,6,53,53,62,51,52,53,61,44,46,43,7,43,46,43,47,47,43,46,45,9,63,15,64,50,16,51,52,51,53,9,62,62,1,66,62,64,67,61,61,62,63,61,69,8,60,48,63,67,67,7,8,10,10,14,2,13,14,54,53,56,64,59,62,60,55,14,80,62,52,60,39,36,39,40,57,53,7,60,55,10,51,71,61,63,62,53,53,2,52,61,62,62,63,63,64,60,53,193,8,6,188,187,182,183,183,53,53,63,60,65,3,64,61,175,189,184,181,188,0,48,190,7,191,193,189,63,68,62,61,60,61,54,7,33,33,36,32,32,32,31,33,35,62,7,185,52,66,51,8,63,179,185,49,51,7,180,48,50,47,49,8,47,53,46,53,54,51,52,53,53,53,5,64,62,61,63,62,59,62,62,62,53,5,52,52,53,53,52,52,62,63,64,61,2,62,186,62,53,66,65,63,61,184,61,9,63,185,61,64,49,60,57,57,57,54,8,56,58,56,59,60,60,61,60,66,55,9,66,45,45,45,69,62,52,51,53,60
clpA_218,47,48,62,52,54,53,49,50,48,49,52,51,50,60,53,52,51,52,53,51,53,53,52,47,52,55,52,54,50,48,51,48,45,51,46,52,50,45,51,53,53,53,45,50,50,47,55,50,52,55,58,56,57,56,55,57,52,52,55,60,54,56,45,50,49,48,50,48,49,45,49,53,51,52,55,52,57,52,43,70,50,51,59,48,46,48,49,52,54,51,63,55,46,51,67,51,53,50,53,53,48,51,51,50,51,51,51,52,57,53,187,46,46,184,178,175,176,176,53,53,58,54,53,45,54,51,170,182,179,173,181,48,0,187,47,186,189,185,53,60,52,49,50,49,54,45,30,34,37,29,29,29,30,30,31,50,49,183,50,54,50,50,51,174,179,49,53,47,172,49,51,51,51,44,50,53,50,53,54,50,52,53,53,53,43,52,54,49,51,52,47,50,50,52,60,47,59,51,53,50,51,51,57,58,54,54,46,57,179,57,52,54,53,51,51,176,54,51,57,178,56,59,51,67,65,56,65,62,46,57,64,64,67,68,57,53,53,56,61,47,55,54,53,53,68,52,59,50,53,48
clpA_219,189,187,190,187,193,189,190,187,189,187,190,192,191,190,193,189,193,193,192,189,186,185,186,187,186,183,184,186,182,182,184,183,187,190,187,191,192,186,187,192,193,188,188,187,190,189,190,193,191,191,184,185,184,186,186,192,191,186,190,189,189,191,186,190,187,190,193,189,192,186,191,192,186,190,188,191,186,184,186,193,190,194,186,185,190,190,186,187,195,191,187,196,187,192,193,191,190,189,188,188,188,194,192,188,190,190,189,189,187,193,18,186,187,19,30,112,113,112,194,194,185,187,191,188,191,191,103,110,94,97,108,190,187,0,189,1,20,19,190,190,192,189,189,188,193,187,183,184,183,183,184,182,183,184,183,190,189,76,191,194,191,190,191,88,97,192,194,188,115,191,190,190,190,187,191,186,190,187,189,193,193,192,194,194,188,193,188,189,189,188,188,190,190,190,189,188,189,194,194,192,194,194,189,190,193,188,189,188,107,186,192,190,192,191,188,93,188,190,183,93,184,188,188,191,191,188,189,186,188,189,189,188,189,189,188,187,186,195,188,189,190,185,184,186,183,189,190,193,194,188
clpA_22,6,3,50,51,53,61,6,5,5,2,61,50,5,48,52,60,50,51,52,59,42,44,41,4,41,44,41,45,47,45,48,45,4,63,12,62,49,13,50,51,50,52,4,60,60,6,64,60,62,65,59,59,60,61,59,67,7,58,45,62,65,65,4,7,3,3,15,7,14,11,53,52,53,62,59,60,60,52,11,80,60,51,58,39,31,34,38,54,51,6,59,52,5,50,69,59,61,60,52,52,7,51,59,60,60,61,61,62,58,52,194,5,3,189,188,180,181,181,52,52,61,58,63,4,62,59,176,186,185,179,185,7,47,189,0,190,192,190,61,66,60,59,58,59,53,4,28,28,31,27,27,27,26,28,30,60,4,185,50,64,50,5,61,175,186,48,52,4,181,47,49,46,48,3,46,52,45,52,53,50,51,52,52,52,4,62,60,59,61,60,57,60,60,60,48,2,47,51,52,52,51,51,60,61,62,59,5,60,183,60,52,64,63,61,59,181,59,8,61,186,59,62,48,55,52,52,52,49,3,51,53,51,54,55,58,59,59,64,50,4,64,43,43,43,67,60,47,50,52,58
clpA_220,190,188,190,186,192,190,191,188,190,188,189,191,192,191,192,188,192,192,191,188,185,184,185,188,185,182,183,185,181,181,183,182,188,189,188,190,191,187,186,191,192,187,189,186,189,190,189,192,190,190,183,186,183,185,185,191,192,185,189,188,188,190,187,191,188,191,194,190,193,187,190,191,185,189,187,190,187,183,187,192,189,193,185,184,189,189,185,186,195,192,186,195,188,191,194,190,189,188,187,187,189,193,191,187,189,189,188,188,186,192,17,187,188,18,29,111,112,111,193,193,184,186,190,189,190,190,102,109,93,96,107,191,186,1,190,0,19,18,189,189,191,188,188,187,192,188,182,183,182,182,183,181,182,183,182,189,190,75,190,193,190,191,190,87,96,191,193,189,114,190,189,189,189,188,190,185,189,186,188,192,192,191,193,193,189,192,187,188,188,187,187,189,189,189,190,189,190,193,193,191,193,193,188,189,192,187,190,187,106,185,191,189,191,190,187,92,187,191,182,92,185,187,187,191,191,188,189,186,189,190,189,188,189,189,187,186,185,194,189,190,189,184,183,185,182,188,191,192,193,187
clpA_221,192,190,191,187,192,186,193,190,192,190,187,191,194,190,192,186,192,192,191,188,191,190,191,190,191,189,190,191,182,182,185,183,190,189,191,188,191,190,187,191,192,188,191,184,187,192,187,190,188,188,184,186,184,186,186,189,194,186,190,189,189,191,189,193,190,193,198,192,197,190,190,191,184,187,188,190,187,183,190,192,188,193,186,186,192,192,192,185,195,194,187,193,190,191,195,187,189,188,188,188,191,193,190,185,188,187,186,185,187,192,2,189,190,7,19,111,112,111,193,191,185,187,188,191,188,188,98,112,96,95,109,193,189,20,192,19,0,7,189,190,188,186,186,187,192,190,186,186,186,186,187,185,186,187,186,189,192,73,189,191,190,193,188,86,101,192,193,191,112,191,190,190,190,190,191,186,190,187,189,192,192,191,193,193,191,191,188,188,186,186,187,187,187,189,189,191,189,193,193,191,193,193,189,190,191,188,192,188,108,186,191,187,190,188,185,90,188,193,183,97,185,188,188,192,192,186,190,187,191,190,190,189,191,191,188,187,186,193,189,192,190,190,190,191,185,187,190,192,193,187
clpA_222,188,188,190,186,189,185,191,188,190,188,186,188,192,189,189,185,189,189,188,187,187,186,187,186,187,185,186,187,180,180,182,181,188,186,187,187,188,186,186,188,189,187,189,183,186,188,186,189,187,187,185,185,183,187,185,188,192,185,187,189,188,190,187,191,188,191,194,188,193,186,187,188,182,186,187,189,186,181,186,190,187,190,185,182,189,189,188,183,194,192,184,191,188,188,190,186,188,187,187,187,187,190,189,184,187,186,185,184,186,189,5,186,188,2,21,112,112,112,190,188,184,186,187,187,187,187,98,112,92,95,109,189,185,19,190,18,7,0,188,189,187,185,185,186,189,188,184,184,184,184,185,183,184,185,184,188,190,73,186,190,187,191,187,86,97,192,190,189,113,191,190,190,190,188,191,185,190,186,188,189,189,188,190,190,187,190,186,187,185,185,186,186,186,188,188,189,188,190,190,188,190,190,188,189,190,187,188,187,108,185,188,186,189,187,184,90,187,191,184,93,184,187,187,191,191,185,189,186,189,189,189,188,190,190,187,186,185,192,188,190,189,186,186,189,182,186,189,189,190,186
clpA_223,62,61,69,50,49,13,62,61,62,61,12,46,63,65,48,12,48,47,48,2,58,56,57,61,56,56,55,57,55,56,57,56,61,11,60,10,45,61,50,48,48,51,61,12,10,62,15,13,10,13,20,18,19,18,17,18,65,16,63,67,21,21,60,63,62,62,61,63,62,59,46,50,53,12,17,12,19,54,59,74,12,48,21,58,55,57,56,54,58,64,62,48,62,46,64,15,2,10,51,51,63,49,11,10,7,10,11,14,19,48,191,60,59,187,181,184,185,185,48,48,20,16,11,60,14,11,178,184,183,179,183,63,53,190,61,189,189,188,0,22,16,7,8,9,49,61,44,50,53,46,47,47,45,47,46,10,62,188,48,10,47,63,11,174,184,49,48,60,176,49,50,50,50,60,49,51,50,51,52,47,47,48,48,48,59,10,16,9,11,6,9,8,10,1,64,60,64,48,48,47,48,48,19,20,14,16,61,19,180,19,47,12,11,11,11,179,16,64,19,184,18,21,49,71,70,66,70,68,60,66,69,69,72,73,19,13,17,16,67,61,20,58,55,60,61,14,62,47,48,8
clpA_224,67,66,73,55,54,19,67,66,67,66,20,51,68,65,53,18,53,52,53,20,62,61,61,66,61,61,60,62,58,59,60,59,66,17,65,16,50,66,55,53,53,56,66,18,18,67,21,21,18,19,14,12,13,12,11,24,70,14,71,70,15,15,65,68,67,67,68,68,69,64,53,55,53,20,11,22,15,52,64,76,18,53,15,63,59,62,61,54,63,69,62,53,67,51,68,21,22,20,56,56,68,54,19,16,21,18,17,20,13,53,192,65,64,190,184,181,181,181,53,51,14,10,21,65,22,19,184,184,188,183,182,68,60,190,66,189,190,189,22,0,22,17,18,21,54,66,55,59,62,55,56,56,54,56,57,20,67,184,53,20,52,68,17,178,188,54,53,65,174,54,55,55,55,65,54,56,55,56,57,52,52,53,53,53,64,18,10,19,17,20,21,18,18,21,64,65,64,53,53,54,53,53,8,9,20,12,66,13,181,13,52,18,19,19,17,183,12,69,13,188,12,15,54,76,74,70,74,72,65,70,73,73,76,77,12,9,9,21,71,66,14,63,60,65,65,22,66,52,53,18
clpA_225,61,60,63,51,49,13,61,60,61,60,10,46,62,61,48,10,48,47,48,14,62,61,61,60,61,61,60,60,58,59,60,59,60,13,59,12,45,60,50,48,48,52,60,10,8,61,13,15,12,13,20,20,21,20,17,16,64,16,69,69,22,22,59,62,61,61,60,62,61,58,46,50,52,12,17,10,21,53,58,78,10,48,21,59,54,57,60,53,60,63,62,48,61,46,61,1,16,12,50,52,62,49,11,10,13,10,11,11,21,48,190,59,58,186,180,183,184,184,48,46,22,16,15,59,12,11,175,183,180,177,181,62,52,192,60,191,188,187,16,22,0,9,10,9,49,60,47,49,52,47,48,46,46,48,47,12,61,183,48,14,47,62,9,175,181,49,48,59,176,49,51,51,51,59,50,52,50,52,53,47,47,48,48,48,58,14,18,11,11,12,9,8,8,15,60,59,60,48,48,47,48,48,21,22,14,18,60,19,180,21,47,12,15,9,7,177,18,63,21,181,20,23,50,68,66,64,68,63,59,64,65,65,70,71,21,15,19,16,64,60,21,63,62,65,64,12,60,47,47,10
clpA_226,60,59,64,47,45,8,60,59,60,59,5,42,61,60,44,7,44,43,44,5,56,54,55,59,54,54,53,55,51,52,53,52,59,6,58,5,41,59,47,44,44,48,59,7,3,60,10,8,5,8,15,13,14,13,12,13,63,9,62,65,16,16,58,61,60,60,59,61,60,57,42,46,48,9,12,7,14,49,57,76,7,44,16,56,53,56,54,49,56,62,59,44,60,42,59,8,7,7,48,48,61,45,6,5,8,5,6,9,14,44,188,58,57,184,178,182,183,183,44,42,15,11,8,58,9,6,178,184,182,179,183,61,49,189,59,188,186,185,7,17,9,0,1,6,45,59,44,48,51,44,45,45,43,45,46,7,60,186,44,5,43,61,4,174,182,46,44,58,177,46,47,47,47,58,46,48,47,48,49,43,43,44,44,44,57,5,11,6,6,7,6,3,3,6,59,58,59,44,44,43,44,44,14,15,9,11,59,14,181,14,43,7,6,4,4,179,11,62,14,182,13,16,46,66,65,61,65,63,58,61,64,64,67,68,14,8,12,11,62,59,15,56,55,58,58,9,59,43,44,5
clpA_227,59,58,65,48,46,9,59,58,59,58,6,43,60,59,45,8,45,44,45,6,57,55,56,58,55,55,54,56,52,53,54,53,58,7,59,6,42,60,48,45,43,49,58,8,4,59,11,9,6,9,16,14,13,14,13,14,62,10,63,66,17,17,57,60,59,59,58,60,59,58,43,47,49,10,13,8,15,48,58,76,8,45,17,57,54,57,55,50,57,61,60,45,59,43,60,9,8,8,49,49,60,46,7,6,9,6,7,10,15,45,188,57,56,184,178,182,183,183,45,43,14,12,9,57,10,7,178,184,182,179,183,60,50,189,58,188,186,185,8,18,10,1,0,7,46,58,45,49,52,45,46,46,44,46,47,8,59,186,45,6,44,60,5,174,182,47,45,57,177,47,48,48,48,57,47,49,48,49,50,44,44,45,45,45,56,6,12,7,7,8,7,4,4,7,58,57,58,45,45,44,45,45,15,16,10,12,58,15,181,15,44,8,7,5,5,179,12,61,15,182,14,17,47,66,65,62,65,63,57,62,64,64,67,68,15,9,13,12,62,58,16,57,55,59,59,10,58,44,45,6
clpA_228,60,59,66,49,49,8,60,59,60,59,7,46,61,64,48,7,48,47,48,7,59,58,58,59,58,58,57,59,55,56,57,56,59,10,58,9,45,59,49,48,48,50,59,5,5,60,14,12,9,10,19,17,18,17,16,17,63,13,65,68,19,19,58,61,60,60,59,61,60,57,46,50,52,11,16,5,18,53,57,74,5,48,20,58,51,54,57,53,59,62,63,48,60,46,63,8,9,5,50,50,61,49,6,5,8,5,6,7,18,48,189,58,57,185,179,180,181,181,48,48,19,15,10,58,7,6,177,180,180,177,179,61,49,188,59,187,187,186,9,21,9,6,7,0,49,59,42,48,51,44,45,45,43,45,44,5,60,186,48,11,47,61,6,174,180,48,48,58,174,48,49,49,49,58,48,50,49,50,51,47,47,48,48,48,57,11,15,4,6,7,2,3,5,8,63,58,63,48,48,47,48,48,18,19,13,15,59,18,177,18,47,9,12,6,6,179,15,62,18,180,17,20,48,70,69,65,69,66,58,65,68,68,71,72,18,12,16,15,65,59,18,59,59,62,62,7,63,47,48,3
clpA_229,53,53,62,49,2,51,55,56,54,55,50,3,56,60,3,48,3,3,5,48,58,58,57,53,56,58,55,59,58,56,57,56,52,49,56,50,4,57,49,3,4,50,52,50,48,53,51,50,50,53,50,48,51,50,47,54,58,46,57,64,53,53,52,56,55,56,58,54,59,55,7,5,47,48,47,52,53,48,55,79,50,3,50,50,52,57,56,48,53,57,55,5,53,4,67,48,50,48,50,50,54,5,49,48,49,50,49,51,51,3,192,52,52,188,182,182,183,183,3,3,52,46,51,51,52,49,176,187,187,184,185,54,54,193,53,192,192,189,49,54,49,45,46,49,0,52,51,49,52,50,50,50,49,51,54,48,55,189,7,50,6,56,45,181,191,46,3,53,179,46,47,47,47,51,46,50,47,50,51,4,2,1,3,3,49,48,48,47,49,48,49,48,46,49,60,53,59,4,3,6,5,5,51,52,50,48,52,51,184,51,6,52,47,49,47,183,48,57,51,190,49,53,46,65,63,59,65,61,52,61,64,62,65,66,49,47,49,52,62,53,52,58,57,60,50,52,59,5,3,46
clpA_23,8,5,50,51,52,61,6,7,5,6,61,49,7,48,51,60,49,50,51,59,42,44,41,8,41,44,41,45,47,43,46,45,2,63,12,62,48,13,50,50,49,52,2,60,60,6,64,60,62,65,59,59,60,61,59,67,9,58,43,61,65,65,2,9,6,7,15,7,14,11,52,51,53,62,59,60,60,52,11,77,60,50,58,39,31,34,38,54,51,8,58,51,3,49,69,59,61,60,52,52,7,50,59,60,60,61,61,62,58,51,192,9,3,187,186,179,180,180,51,51,61,58,63,6,62,59,174,185,185,176,184,7,45,187,4,188,190,188,61,66,60,59,58,59,52,0,26,26,29,25,25,25,24,26,28,60,6,184,50,64,49,7,61,174,186,48,51,4,179,47,49,46,48,1,46,52,45,52,53,49,50,51,51,51,4,62,60,59,61,60,57,60,60,60,48,4,47,50,51,51,50,50,60,61,62,59,7,60,182,60,51,64,63,61,59,180,59,10,61,186,59,62,48,55,52,51,52,49,3,51,53,51,54,55,58,59,58,64,50,4,64,43,43,43,67,60,47,49,51,58
clpA_230,32,29,51,47,51,46,30,31,29,30,46,48,31,49,50,45,48,49,50,42,41,43,40,32,40,43,40,44,44,42,43,42,26,48,29,47,47,30,46,50,50,48,26,43,44,32,50,46,47,49,51,51,52,51,50,53,33,47,48,60,53,53,26,33,30,31,35,33,34,28,50,52,45,47,50,45,52,46,28,68,42,50,52,39,34,36,37,46,48,32,59,50,27,48,63,46,44,43,48,48,33,50,43,43,44,43,43,44,50,50,187,31,27,183,178,172,173,173,50,50,53,49,46,30,47,44,169,177,181,170,176,33,30,183,28,182,186,184,44,55,47,44,45,42,51,26,0,8,11,3,3,5,4,4,3,43,30,180,50,49,49,31,46,170,182,45,50,28,174,45,47,45,47,25,44,48,44,48,49,49,49,50,50,50,28,47,49,42,44,43,40,43,45,43,49,28,48,50,50,49,50,50,52,53,49,49,31,52,174,50,51,48,48,45,46,175,49,34,52,182,51,52,44,56,54,50,54,51,27,50,53,53,56,57,50,48,48,51,50,28,52,42,43,42,62,45,48,49,50,41
clpA_231,32,29,53,49,49,52,30,31,29,30,50,46,31,51,48,49,46,47,48,48,43,45,42,32,42,45,42,46,46,44,45,44,26,52,31,51,45,32,48,48,48,50,26,49,48,32,54,50,51,53,53,55,56,55,52,57,33,51,47,62,57,57,26,33,30,31,35,33,34,30,48,50,51,53,52,51,56,52,30,75,48,48,54,41,34,36,39,52,50,32,59,48,27,46,67,48,50,49,50,50,33,48,49,49,50,49,49,50,54,48,187,31,27,183,178,174,175,175,48,48,57,51,52,30,53,50,170,181,181,172,180,33,34,184,28,183,186,184,50,59,49,48,49,48,49,26,8,0,3,7,7,9,8,8,11,49,30,181,48,53,47,31,50,171,182,45,48,28,178,45,47,45,47,25,44,50,44,50,51,47,47,48,48,48,28,51,53,48,50,49,46,49,49,49,51,28,50,48,48,47,48,48,56,57,51,53,31,56,178,54,49,52,52,49,48,176,53,34,56,182,55,56,46,58,56,50,56,53,27,52,55,55,58,59,54,52,52,53,52,28,56,44,45,44,62,51,50,47,48,47
clpA_232,35,32,56,52,52,55,33,34,32,33,53,49,34,54,51,52,49,50,50,51,46,48,45,35,45,48,45,49,49,47,48,47,29,55,34,54,48,35,51,51,51,53,29,52,51,35,57,53,54,56,56,58,59,58,55,60,36,54,50,63,60,60,29,36,33,34,38,36,37,33,51,53,54,56,55,54,59,55,33,76,51,51,57,44,37,39,42,55,53,35,62,51,30,49,70,51,53,52,53,53,36,51,52,52,53,52,52,53,57,51,187,34,30,183,178,172,173,173,51,51,60,54,55,33,56,53,170,180,179,172,178,36,37,183,31,182,186,184,53,62,52,51,52,51,52,29,11,3,0,10,10,12,11,11,14,52,33,179,51,56,50,34,53,171,181,48,51,31,177,48,50,48,50,28,47,53,47,53,54,50,50,51,51,51,31,54,56,51,53,52,49,52,52,52,54,31,53,51,51,50,51,51,59,60,54,56,34,59,177,57,52,55,55,52,51,176,56,37,59,181,58,59,49,61,59,53,59,56,30,55,58,58,61,62,57,55,55,56,55,31,59,47,48,47,65,54,53,50,51,50
clpA_233,31,28,50,47,50,48,29,30,28,29,46,47,30,48,49,47,47,48,49,44,40,42,39,31,39,42,39,43,42,40,41,40,25,48,28,47,46,29,46,49,49,48,25,45,44,31,50,46,47,49,51,51,52,51,50,53,32,47,47,58,53,53,25,32,29,30,34,32,33,27,49,51,46,49,50,47,52,47,27,70,44,49,52,38,33,35,36,47,47,31,58,49,26,47,64,46,46,45,48,48,32,49,45,45,46,45,45,46,50,49,187,30,26,183,178,172,173,173,49,49,53,49,48,29,49,46,170,179,181,170,178,32,29,183,27,182,186,184,46,55,47,44,45,44,50,25,3,7,10,0,2,4,1,1,4,45,29,180,49,49,48,30,46,170,182,44,49,27,176,44,46,44,46,24,43,48,43,48,49,48,48,49,49,49,27,47,49,44,46,45,42,45,45,45,48,27,47,49,49,48,49,49,52,53,49,49,30,52,176,50,50,48,48,45,46,175,49,33,52,182,51,52,45,55,53,49,53,50,26,49,52,52,55,56,50,48,48,51,49,27,52,41,42,41,60,47,47,48,49,43
clpA_234,31,28,48,48,50,49,29,30,28,29,45,47,30,46,49,48,47,48,49,45,38,40,37,31,37,40,37,41,43,41,42,41,25,49,28,48,46,29,47,49,49,49,25,46,45,31,49,47,48,50,52,52,53,52,51,52,32,48,45,59,54,54,25,32,29,30,34,32,33,27,49,51,46,50,51,48,53,47,27,71,45,49,53,38,33,35,36,47,45,31,58,49,26,47,64,47,47,46,49,49,32,49,46,46,47,46,46,47,51,49,188,30,26,184,179,171,172,172,49,49,52,50,49,29,50,47,170,178,180,171,177,32,29,184,27,183,187,185,47,56,48,45,46,45,50,25,3,7,10,2,0,4,3,1,6,46,29,181,49,50,48,30,47,171,181,44,49,27,175,44,46,44,46,24,43,49,43,49,49,48,48,49,49,49,27,46,50,45,47,46,43,46,46,46,46,27,45,49,49,48,49,49,53,54,48,50,30,53,175,51,50,49,47,44,47,176,50,33,53,181,52,53,45,53,51,47,51,48,26,47,50,50,53,54,51,49,49,50,47,27,53,39,42,39,61,48,45,48,49,44
